anonymized_latitude,anonymized_longitude,timestamp,species_name
32.79543,-80.10396,2023-01-25 14:59:28.359,"American Goldfinch,Pileated Woodpecker"
41.715706,-86.6392,2023-01-26 14:19:13.500,"American Goldfinch,Pileated Woodpecker"
30.237278,-95.58644,2023-01-26 20:06:38.961,"American Goldfinch,Pileated Woodpecker"
42.676018,-83.16053,2023-01-27 13:54:49.605,"American Goldfinch,Pileated Woodpecker"
42.676018,-83.16053,2023-01-27 13:54:49.783,"American Goldfinch,Pileated Woodpecker"
32.766293,-93.9033,2023-01-28 14:06:03.139,"American Goldfinch,Pileated Woodpecker"
33.434853,-82.48112,2023-01-28 18:54:34.825,"American Goldfinch,Pileated Woodpecker"
33.434853,-82.48112,2023-01-28 18:54:35.262,"American Goldfinch,Pileated Woodpecker"
33.434853,-82.48112,2023-01-28 18:54:36.799,"American Goldfinch,Pileated Woodpecker"
32.34455,-89.96797,2023-01-28 20:14:49.694,"American Goldfinch,Pileated Woodpecker"
41.996338,-71.50379,2023-01-29 14:23:43.730,"American Goldfinch,Pileated Woodpecker"
32.34455,-89.96797,2023-01-29 19:32:21.385,"American Goldfinch,Pileated Woodpecker"
38.59369,-90.6139,2023-01-30 15:03:55.791,"American Goldfinch,Pileated Woodpecker"
32.941917,-82.87587,2023-01-30 17:03:55.261,"American Goldfinch,Pileated Woodpecker"
33.514168,-88.38439,2023-01-31 13:47:28.949,"American Goldfinch,Pileated Woodpecker"
30.356682,-97.79944,2023-01-31 16:48:51.974,"American Goldfinch,Pileated Woodpecker"
33.809235,-86.507225,2023-01-31 18:10:03.693,"American Goldfinch,Pileated Woodpecker"
40.940754,-85.50416,2023-01-31 19:09:59.044,"American Goldfinch,Pileated Woodpecker"
40.235283,-77.48621,2023-01-10 13:31:03.647,"American Goldfinch,Pileated Woodpecker"
36.124588,-94.16019,2023-01-10 14:31:37.956,"American Goldfinch,Pileated Woodpecker"
36.124588,-94.16019,2023-01-10 14:31:38.599,"American Goldfinch,Pileated Woodpecker"
36.124588,-94.16019,2023-01-10 14:31:38.726,"American Goldfinch,Pileated Woodpecker"
36.124588,-94.16019,2023-01-10 14:31:38.741,"American Goldfinch,Pileated Woodpecker"
36.124588,-94.16019,2023-01-10 14:31:39.599,"American Goldfinch,Pileated Woodpecker"
43.739925,-91.21989,2023-01-12 16:29:56.487,"American Goldfinch,Pileated Woodpecker"
37.667187,-95.40921,2023-01-12 20:32:18.900,"American Goldfinch,Pileated Woodpecker"
42.617348,-89.90531,2023-01-13 14:08:38.503,"American Goldfinch,Pileated Woodpecker"
45.454914,-73.61115,2023-01-13 16:06:42.390,"American Goldfinch,Pileated Woodpecker"
44.56332,-68.4972,2023-01-16 13:38:13.948,"American Goldfinch,Pileated Woodpecker"
38.385933,-90.40023,2023-01-16 15:49:44.706,"American Goldfinch,Pileated Woodpecker"
44.56332,-68.4972,2023-01-16 18:12:50.559,"American Goldfinch,Pileated Woodpecker"
43.589012,-96.76306,2023-01-16 22:11:23.682,"American Goldfinch,Pileated Woodpecker"
34.618683,-93.0285,2023-01-18 17:40:20.072,"American Goldfinch,Pileated Woodpecker"
38.922832,-77.407486,2023-01-19 12:44:55.310,"American Goldfinch,Pileated Woodpecker"
38.922832,-77.407486,2023-01-19 12:44:55.344,"American Goldfinch,Pileated Woodpecker"
38.922832,-77.407486,2023-01-19 12:44:56.208,"American Goldfinch,Pileated Woodpecker"
35.571938,-82.695114,2023-01-19 12:58:11.869,"American Goldfinch,Pileated Woodpecker"
42.2986,-71.2209,2023-01-19 16:17:21.235,"American Goldfinch,Pileated Woodpecker"
44.322388,-79.76743,2023-01-19 18:42:53.707,"American Goldfinch,Pileated Woodpecker"
37.55128,-77.046005,2023-01-06 15:51:28.251,"American Goldfinch,Pileated Woodpecker"
36.2824,-94.26935,2023-01-06 16:07:39.069,"American Goldfinch,Pileated Woodpecker"
45.05205,-85.59643,2023-01-06 19:04:41.430,"American Goldfinch,Pileated Woodpecker"
43.491917,-70.72428,2023-01-07 16:09:28.582,"American Goldfinch,Pileated Woodpecker"
41.842495,-93.77041,2023-01-08 15:53:06.242,"American Goldfinch,Pileated Woodpecker"
42.2986,-71.2209,2023-01-09 13:01:08.169,"American Goldfinch,Pileated Woodpecker"
41.715706,-86.6392,2023-01-09 14:49:52.374,"American Goldfinch,Pileated Woodpecker"
