anonymized_latitude,anonymized_longitude,timestamp,species_name
34.751442,-82.784966,2023-01-20 13:49:55.755,"House Finch,Mourning Dove"
39.227993,-84.45986,2023-01-20 13:50:10.894,"House Finch,Mourning Dove"
34.391678,-119.94204,2023-01-20 15:36:41.420,"House Finch,Mourning Dove"
37.80853,-97.83331,2023-01-20 17:55:57.583,"House Finch,Mourning Dove"
38.846878,-77.25736,2023-01-20 19:14:19.158,"House Finch,Mourning Dove"
29.758778,-98.01143,2023-01-21 15:26:07.270,"House Finch,Mourning Dove"
36.3743,-119.665504,2023-01-21 16:30:15.373,"House Finch,Mourning Dove"
33.09562,-117.149635,2023-01-21 18:17:22.041,"House Finch,Mourning Dove"
33.09562,-117.149635,2023-01-21 18:17:23.639,"House Finch,Mourning Dove"
35.71992,-78.649124,2023-01-21 21:27:55.037,"House Finch,Mourning Dove"
27.773462,-97.37481,2023-01-21 22:50:08.435,"House Finch,Mourning Dove"
40.70983,-73.45147,2023-01-22 14:47:07.735,"House Finch,Mourning Dove"
33.992405,-118.21347,2023-01-22 16:34:20.276,"House Finch,Mourning Dove"
43.141155,-89.16089,2023-01-22 18:54:50.516,"House Finch,Mourning Dove"
43.141155,-89.16089,2023-01-22 18:54:50.621,"House Finch,Mourning Dove"
35.1999,-84.799644,2023-01-23 14:25:41.079,"House Finch,Mourning Dove"
41.63778,-93.878395,2023-01-23 21:08:52.872,"House Finch,Mourning Dove"
33.48164,-112.20061,2023-01-24 16:04:34.041,"House Finch,Mourning Dove"
35.16912,-97.49089,2023-01-24 16:51:08.745,"House Finch,Mourning Dove"
30.479315,-87.27742,2023-01-24 21:13:57.867,"House Finch,Mourning Dove"
41.826416,-87.54619,2023-01-24 21:52:04.559,"House Finch,Mourning Dove"
34.021633,-118.20951,2023-01-24 23:30:17.137,"House Finch,Mourning Dove"
33.467422,-117.644936,2023-01-25 16:57:06.161,"House Finch,Mourning Dove"
38.946457,-77.174126,2023-01-25 16:58:10.507,"House Finch,Mourning Dove"
33.755142,-112.12629,2023-01-25 17:23:38.938,"House Finch,Mourning Dove"
37.498955,-77.57526,2023-01-25 17:29:24.596,"House Finch,Mourning Dove"
40.258026,-85.40923,2023-01-25 19:54:28.247,"House Finch,Mourning Dove"
40.200085,-76.93766,2023-01-25 19:56:47.719,"House Finch,Mourning Dove"
41.281776,-74.55121,2023-01-26 13:20:36.620,"House Finch,Mourning Dove"
42.1127,-71.18175,2023-01-26 14:01:14.340,"House Finch,Mourning Dove"
42.944572,-88.00138,2023-01-26 14:31:02.610,"House Finch,Mourning Dove"
40.160145,-75.20451,2023-01-26 14:38:46.537,"House Finch,Mourning Dove"
40.160145,-75.20451,2023-01-26 14:38:47.167,"House Finch,Mourning Dove"
36.093548,-86.71563,2023-01-26 17:24:35.395,"House Finch,Mourning Dove"
39.905758,-82.828354,2023-01-26 20:28:35.471,"House Finch,Mourning Dove"
34.19455,-84.27205,2023-01-26 20:49:04.308,"House Finch,Mourning Dove"
37.152767,-121.53554,2023-01-26 22:06:35.817,"House Finch,Mourning Dove"
37.152767,-121.53554,2023-01-26 22:06:37.457,"House Finch,Mourning Dove"
34.58802,-120.51247,2023-01-27 16:58:11.887,"House Finch,Mourning Dove"
40.5345,-74.27977,2023-01-27 18:32:52.762,"House Finch,Mourning Dove"
47.64891,-117.423416,2023-01-27 18:49:07.272,"House Finch,Mourning Dove"
34.305607,-118.73749,2023-01-27 19:36:54.000,"House Finch,Mourning Dove"
39.93822,-75.84126,2023-01-27 21:26:55.325,"House Finch,Mourning Dove"
41.90333,-88.05863,2023-01-27 21:32:36.793,"House Finch,Mourning Dove"
34.206104,-118.13633,2023-01-27 23:05:01.002,"House Finch,Mourning Dove"
32.791965,-97.28423,2023-01-28 15:17:50.583,"House Finch,Mourning Dove"
38.54019,-121.400536,2023-01-28 18:38:12.235,"House Finch,Mourning Dove"
32.96937,-117.14564,2023-01-28 18:54:00.915,"House Finch,Mourning Dove"
34.391678,-119.94204,2023-01-28 23:57:01.668,"House Finch,Mourning Dove"
32.506298,-110.93826,2023-01-29 16:19:42.152,"House Finch,Mourning Dove"
36.78517,-119.60662,2023-01-29 18:56:38.496,"House Finch,Mourning Dove"
33.22008,-117.327324,2023-01-29 19:06:49.970,"House Finch,Mourning Dove"
39.169136,-76.465,2023-01-29 19:24:54.642,"House Finch,Mourning Dove"
39.984615,-83.03697,2023-01-29 19:58:00.970,"House Finch,Mourning Dove"
33.22008,-117.327324,2023-01-29 22:45:02.448,"House Finch,Mourning Dove"
37.704617,-122.231026,2023-01-29 23:17:11.516,"House Finch,Mourning Dove"
32.88424,-117.12675,2023-01-30 16:01:36.013,"House Finch,Mourning Dove"
34.09028,-116.09904,2023-01-30 16:20:49.935,"House Finch,Mourning Dove"
33.847157,-117.928764,2023-01-30 16:21:44.623,"House Finch,Mourning Dove"
33.22008,-117.327324,2023-01-30 16:27:18.419,"House Finch,Mourning Dove"
36.76976,-76.14029,2023-01-30 17:25:11.679,"House Finch,Mourning Dove"
33.22008,-117.327324,2023-01-30 17:51:27.612,"House Finch,Mourning Dove"
39.93986,-75.03047,2023-01-31 13:50:33.828,"House Finch,Mourning Dove"
33.94905,-111.93309,2023-01-31 14:59:35.153,"House Finch,Mourning Dove"
33.94905,-111.93309,2023-01-31 14:59:35.272,"House Finch,Mourning Dove"
32.506298,-110.93826,2023-01-31 15:32:42.917,"House Finch,Mourning Dove"
30.211504,-97.80679,2023-01-31 16:03:24.880,"House Finch,Mourning Dove"
41.68299,-71.51697,2023-01-31 19:13:59.159,"House Finch,Mourning Dove"
30.417841,-97.6009,2023-01-31 19:32:14.266,"House Finch,Mourning Dove"
30.278027,-98.04655,2023-01-31 22:38:05.298,"House Finch,Mourning Dove"
39.168102,-84.4717,2023-01-10 13:44:51.974,"House Finch,Mourning Dove"
41.68299,-71.51697,2023-01-10 15:25:11.598,"House Finch,Mourning Dove"
33.919655,-117.920746,2023-01-10 19:56:58.590,"House Finch,Mourning Dove"
38.98841,-77.27452,2023-01-11 15:20:12.007,"House Finch,Mourning Dove"
39.541645,-76.653915,2023-01-11 15:48:09.824,"House Finch,Mourning Dove"
33.36937,-86.76102,2023-01-11 16:55:57.973,"House Finch,Mourning Dove"
34.107704,-118.7468,2023-01-11 18:28:20.467,"House Finch,Mourning Dove"
40.52584,-79.75413,2023-01-11 19:52:14.834,"House Finch,Mourning Dove"
42.944572,-88.00138,2023-01-11 20:12:23.235,"House Finch,Mourning Dove"
42.409023,-71.0553,2023-01-12 12:54:48.701,"House Finch,Mourning Dove"
40.924282,-73.6999,2023-01-12 14:04:30.993,"House Finch,Mourning Dove"
47.521103,-122.3841,2023-01-12 19:18:29.931,"House Finch,Mourning Dove"
43.14984,-88.76315,2023-01-13 17:28:40.323,"House Finch,Mourning Dove"
40.847996,-84.65157,2023-01-13 21:23:33.501,"House Finch,Mourning Dove"
40.1107,-83.091896,2023-01-14 13:45:43.656,"House Finch,Mourning Dove"
39.82705,-75.27364,2023-01-14 15:41:45.942,"House Finch,Mourning Dove"
39.46878,-76.114586,2023-01-14 16:26:24.137,"House Finch,Mourning Dove"
34.132053,-118.06213,2023-01-14 16:28:13.683,"House Finch,Mourning Dove"
42.134216,-71.60689,2023-01-14 16:44:57.319,"House Finch,Mourning Dove"
40.518406,-75.51066,2023-01-14 16:51:05.684,"House Finch,Mourning Dove"
40.518406,-75.51066,2023-01-14 16:51:05.795,"House Finch,Mourning Dove"
33.22008,-117.327324,2023-01-14 17:47:43.453,"House Finch,Mourning Dove"
32.96937,-117.14564,2023-01-14 17:55:15.407,"House Finch,Mourning Dove"
42.36929,-82.997475,2023-01-14 18:36:05.191,"House Finch,Mourning Dove"
39.148014,-76.83582,2023-01-14 20:53:02.888,"House Finch,Mourning Dove"
40.5345,-74.27977,2023-01-14 21:08:30.212,"House Finch,Mourning Dove"
32.971638,-117.03225,2023-01-15 16:16:07.043,"House Finch,Mourning Dove"
39.880802,-74.719894,2023-01-15 16:30:07.218,"House Finch,Mourning Dove"
39.801613,-104.96367,2023-01-15 17:16:37.796,"House Finch,Mourning Dove"
42.2986,-71.2209,2023-01-15 17:22:38.810,"House Finch,Mourning Dove"
39.09725,-108.50411,2023-01-15 21:29:18.818,"House Finch,Mourning Dove"
33.57248,-117.64364,2023-01-15 23:05:00.362,"House Finch,Mourning Dove"
43.659058,-116.44325,2023-01-15 23:28:55.321,"House Finch,Mourning Dove"
32.667526,-117.024086,2023-01-16 00:09:03.187,"House Finch,Mourning Dove"
36.05763,-75.735115,2023-01-16 13:21:15.350,"House Finch,Mourning Dove"
38.50034,-77.45254,2023-01-16 13:58:49.569,"House Finch,Mourning Dove"
30.06278,-97.36379,2023-01-16 14:07:34.878,"House Finch,Mourning Dove"
32.815872,-117.02207,2023-01-16 16:20:12.364,"House Finch,Mourning Dove"
39.71898,-84.111534,2023-01-16 18:26:01.099,"House Finch,Mourning Dove"
33.22008,-117.327324,2023-01-16 21:54:27.071,"House Finch,Mourning Dove"
32.27276,-110.73779,2023-01-16 23:20:40.777,"House Finch,Mourning Dove"
37.43656,-77.41628,2023-01-17 15:22:06.238,"House Finch,Mourning Dove"
40.25125,-74.71766,2023-01-17 15:54:16.447,"House Finch,Mourning Dove"
40.1107,-83.091896,2023-01-18 13:55:46.848,"House Finch,Mourning Dove"
41.15244,-80.73768,2023-01-18 17:39:12.753,"House Finch,Mourning Dove"
41.61991,-87.63892,2023-01-18 19:38:13.750,"House Finch,Mourning Dove"
36.09619,-115.33665,2023-01-18 23:21:07.316,"House Finch,Mourning Dove"
41.243507,-92.60668,2023-01-19 13:56:36.390,"House Finch,Mourning Dove"
29.91979,-95.720955,2023-01-19 19:44:21.750,"House Finch,Mourning Dove"
40.729664,-74.480835,2023-01-19 20:41:10.292,"House Finch,Mourning Dove"
26.282368,-80.0672,2023-01-19 22:08:26.735,"House Finch,Mourning Dove"
33.142906,-117.006004,2023-01-01 15:54:27.627,"House Finch,Mourning Dove"
32.422657,-111.13845,2023-01-01 15:59:01.128,"House Finch,Mourning Dove"
33.992405,-118.21347,2023-01-01 22:23:17.469,"House Finch,Mourning Dove"
30.526218,-97.799095,2023-01-02 14:28:39.271,"House Finch,Mourning Dove"
32.971638,-117.03225,2023-01-02 18:03:57.755,"House Finch,Mourning Dove"
32.971638,-117.03225,2023-01-02 18:03:58.524,"House Finch,Mourning Dove"
32.971638,-117.03225,2023-01-02 18:03:58.909,"House Finch,Mourning Dove"
33.369095,-111.891075,2023-01-02 23:05:46.382,"House Finch,Mourning Dove"
32.96937,-117.14564,2023-01-03 17:58:39.915,"House Finch,Mourning Dove"
32.515408,-90.101494,2023-01-03 18:44:01.607,"House Finch,Mourning Dove"
37.80853,-97.83331,2023-01-04 22:03:26.621,"House Finch,Mourning Dove"
30.426556,-87.6324,2023-01-05 13:08:17.498,"House Finch,Mourning Dove"
44.923706,-91.48975,2023-01-05 16:22:09.354,"House Finch,Mourning Dove"
39.168102,-84.4717,2023-01-05 17:49:19.021,"House Finch,Mourning Dove"
29.825523,-82.399704,2023-01-05 18:06:58.940,"House Finch,Mourning Dove"
40.096977,-82.960556,2023-01-06 13:47:25.516,"House Finch,Mourning Dove"
41.537884,-88.03589,2023-01-06 14:26:34.011,"House Finch,Mourning Dove"
33.173943,-117.32092,2023-01-06 16:36:24.095,"House Finch,Mourning Dove"
33.009975,-117.08104,2023-01-06 18:29:54.928,"House Finch,Mourning Dove"
32.854397,-117.12278,2023-01-06 18:38:00.228,"House Finch,Mourning Dove"
37.80853,-97.83331,2023-01-06 18:54:02.387,"House Finch,Mourning Dove"
33.670174,-112.31104,2023-01-06 19:26:54.948,"House Finch,Mourning Dove"
30.012657,-95.61937,2023-01-07 15:18:08.811,"House Finch,Mourning Dove"
35.14101,-80.8687,2023-01-07 17:28:11.647,"House Finch,Mourning Dove"
36.093548,-86.71563,2023-01-08 14:20:21.037,"House Finch,Mourning Dove"
36.093548,-86.71563,2023-01-08 14:20:21.739,"House Finch,Mourning Dove"
