anonymized_latitude,anonymized_longitude,timestamp,species_name
42.27677,-85.14557,2022-11-01 20:03:57.205,"Purple Finch,Song Sparrow"
44.839348,-93.283615,2022-11-09 19:10:52.577,"Purple Finch,Song Sparrow"
44.839348,-93.283615,2022-11-09 19:10:55.391,"Purple Finch,Song Sparrow"
38.893204,-77.04929,2022-11-11 17:35:50.315,"Purple Finch,Song Sparrow"
35.936687,-84.95834,2022-11-13 19:57:33.735,"Purple Finch,Song Sparrow"
41.45821,-82.059204,2022-11-14 20:54:50.423,"Purple Finch,Song Sparrow"
41.45821,-82.059204,2022-11-14 20:54:51.947,"Purple Finch,Song Sparrow"
42.40844,-71.16194,2022-11-16 15:28:21.424,"Purple Finch,Song Sparrow"
40.268345,-75.62485,2022-11-18 15:38:46.788,"Purple Finch,Song Sparrow"
40.268345,-75.62485,2022-11-18 15:38:48.259,"Purple Finch,Song Sparrow"
36.109783,-83.94704,2022-11-18 20:38:51.006,"Purple Finch,Song Sparrow"
40.371395,-74.38368,2022-11-20 21:13:35.460,"Purple Finch,Song Sparrow"
38.14144,-122.569786,2022-11-23 16:41:13.445,"Purple Finch,Song Sparrow"
49.231537,-123.04556,2022-11-24 16:37:25.372,"Purple Finch,Song Sparrow"
42.196247,-83.15596,2022-11-27 16:35:53.546,"Purple Finch,Song Sparrow"
39.2806,-78.76287,2022-11-27 19:16:59.593,"Purple Finch,Song Sparrow"
44.885277,-123.13108,2022-11-27 20:34:00.877,"Purple Finch,Song Sparrow"
42.21023,-87.76658,2022-11-27 20:34:49.512,"Purple Finch,Song Sparrow"
40.203968,-74.56254,2022-11-30 19:35:12.581,"Purple Finch,Song Sparrow"
